"V1"
660,50095894656
602,870414220788
540,479109474707
529,598650672157
541,06965622746
652,858101007451
784,941925870265
799,59278340795
949,657890084556
985,154807263375
984,50158429882
985,256178868748
984,890269988029
984,35632847171
955,199398703872
951,073469612292
920,994424869902
916,288573901429
890,328445732183
772,092701475083
799,961853677083
803,316434135064
771,292578497139
751,722777932082
642,854946311425
561,631854422499
536,181170493152
505,910864072608
547,875216050766
644,403986939868
758,620325904421
825,34759438851
959,972524270576
985,778819358395
983,676587422366
982,862600751637
982,293281097913
981,896554746521
964,309050491939
966,427772634472
947,202173477439
940,113880321186
929,730430791865
827,471118223572
923,750694329033
932,752609660632
785,209587006957
760,618065518204
661,026176694028
627,459446624331
610,082151085479
587,861671861352
616,3869825285
657,231534852359
766,154703373546
853,676046433084
948,606253776267
1010,35144520999
1004,66747216484
1016,22161801529
1013,57323859499
1010,39930259402
1002,11057595003
985,780420810092
965,443791682407
953,345720125496
944,066099276322
897,492371483396
939,798146408076
956,166942284639
867,786542156989
787,872959738803
665,852450024993
631,038712791881
615,711011890274
614,462240581104
634,436517856549
707,885679247131
846,022508172496
937,317326125062
990,962939975529
1052,7357476245
1036,58498691271
1010,34389579715
994,947662873831
983,253290652525
952,549386044647
948,414458321159
947,714049615052
956,151048189719
958,172253415935
954,289145157886
940,651755113573
895,384997271008
771,374249475587
774,939045213415
720,28988717066
699,556960177562
648,044333170749
634,508641912213
637,000733468975
649,66306141508
699,232211479595
774,988333952008
907,742090997906
917,924486957619
800,255139083717
796,057633557018
785,454111868113
770,744102052483
745,94288991309
724,363626605978
726,912725115238
718,941903504757
719,812137025548
723,316008970637
760,457245241641
793,399147905784
683,978854341689
639,681666812917
650,669760765114
630,116384388056
607,356926230751
579,785175610799
575,777877794972
569,824877995666
660,269412718549
684,141276535925
769,993175811965
866,216706854426
858,478261625297
837,244383378322
832,561572023085
822,292312879797
808,928206656257
808,799197470253
831,807995316077
849,728634266602
804,408694774468
849,499403631406
888,839613967108
768,945179229716
766,158949351645
698,517660534979
686,607650404938
654,918283083725
620,210215911397
594,285830105626
637,973142276485
667,38812345091
783,574765941005
910,366757495671
1117,19478739688
1121,86990807512
1068,70024885725
1086,85195215292
1036,87618613065
1027,50153410249
957,289418946156
907,438718593343
911,712148649926
943,548076059164
924,671939667445
899,854369112877
902,937366331546
932,697928982256
828,760832219805
697,229828783796
613,620765131258
537,502493788255
513,531652997557
520,107553804816
572,616807868937
645,475599921515
772,001371112014
836,419529883044
999,559263440624
1008,36944308674
1040,6843840725
1030,78830774768
989,139511748313
982,31231978339
894,850035746254
822,722133270048
825,252813683275
828,92895720278
835,624636421478
786,128995736509
828,056765419927
818,875280452787
691,972254296891
666,753813007907
571,771409662299
514,336198602286
518,684697240061
509,795681613259
538,49133911341
568,468464758873
672,595206747273
836,464575938838
938,645689245812
982,589846896101
961,443803360529
970,442332481801
959,863185389071
953,66945851606
827,316875856142
786,44767467005
788,512540184704
823,761664909512
871,1475144358
794,869706603618
880,724868575332
823,84604492002
736,356597630308
668,587883567987
552,961587252824
465,006847102386
382,562746322118
-37,2579816067689
476,285615396057
562,767558530188
674,701519803173
812,945847928237
888,980164711426
930,042460833411
924,2723925279
932,476694899475
913,961146054827
896,47093260934
825,131489913496
821,54959297116
824,479413884317
827,332337555129
822,323616778344
747,826675637451
826,288089022641
816,124665149411
729,846802169136
653,086162572648
563,59650601482
547,614909969666
497,779693179588
337,448433839131
370,61566550268
551,252491473265
665,219271968306
802,057753181724
836,303167669013
894,972653766173
820,05262037338
900,85180443758
903,466334898278
901,092925939173
893,211685683933
888,086757048091
889,860104345912
897,120439277435
873,349658310334
825,582483562324
902,776433787947
900,221609455474
761,8857545838
724,15232604078
680,644308637227
645,110114745656
631,619468153023
615,811617726026
606,78284418469
633,057091813324
666,181127753431
754,47544270444
925,195429210523
979,234678472426
973,64958432657
981,063879976706
982,757295355194
944,166756418452
969,333793539152
963,851093839269
954,430717059515
946,392182239529
951,60551510544
958,492605436096
951,175743027297
877,938208875414
829,776270719733
746,908212120502
669,629859575903
635,342966760451
612,265249471334
546,556100476776
518,787109568001
505,822547573877
636,225891352859
542,348564030417
762,270280667877
774,311100244162
888,820821745813
935,267215053062
963,88426080595
948,653822303205
939,672259924125
876,890830016647
847,628943335015
831,050871625939
840,531929138837
947,590127093569
1021,89073239898
973,537975936188
921,745605643721
788,938669995721
722,44619348481
629,999594026633
539,978845921353
443,608484757301
511,591073251819
568,660821071015
717,146837783397
914,84601779953
1023,85858599571
976,183815520229
1023,58935976951
1026,27042885174
990,716844094557
987,225276633403
1033,06807463115
1027,38244550924
1031,70467898582
1000,32496873924
976,654431313446
901,332755177116
970,012897719831
980,481401570019
853,257502712249
757,714852870371
656,526572417889
620,39929148738
545,080440536322
329,901331023386
317,998333737054
531,867426918302
665,041285111909
832,354213276568
989,852920926338
967,637050706313
960,3662956562
959,907840995731
962,901521485392
959,010395846939
964,76727579701
955,362797131472
957,522968648051
925,319690741847
921,490473809088
824,900403003681
848,288616872533
951,869978305422
809,905504516556
674,503889210663
677,733877289403
644,779034608198
575,308495338904
543,087337492166
582,022874519654
637,576863591277
814,384792821467
974,641716349284
980,899378935426
990,354030511129
982,740982761328
983,237995610211
976,795818978507
838,398560999709
836,268384157528
838,189616284528
842,15392953876
840,581891987279
857,137451858154
913,784605695808
921,369061819453
911,860172705759
736,306282859415
677,942001250699
649,585052924431
519,547410484751
507,511309665085
509,28170209479
519,903917191768
570,096391779629
719,899493263005
874,084789971168
1022,24563547608
1079,90632773535
1068,47774953694
1062,73836893609
1054,73666907724
1055,48190770186
1047,62032061973
1024,61805486756
997,62439028118
977,21133757903
960,062029446141
948,79619463857
980,160190715514
955,327837812691
837,006984973625
712,413798898516
589,742463804608
550,867584276211
509,523939580241
475,289350374439
500,08818230993
567,574591894435
710,272187714313
834,560158929198
1007,54884198713
1060,14751469268
1016,11031488876
1008,13647492068
988,229321873171
992,931043550062
996,760383096409
966,541376932957
961,590074407996
912,265649903433
897,667195030731
821,988731662187
909,51314673396
961,406850329355
800,686978312783
705,945158099358
690,228295661432
661,815018984891
639,961085811826
580,669787502389
556,612986510643
631,290411937391
673,353257440015
729,419280070328
834,897600499728
993,402979024334
1030,11042810263
988,170064251661
986,981466579211
984,121232962244
981,467191124672
950,185032067518
949,627632072412
943,90667736808
944,219441430428
962,019698182119
964,633790381472
917,428678484916
821,262329365147
751,877921971992
688,949601997705
645,295754379425
553,983700013399
539,610718701394
512,813061886228
553,969383059396
653,341551659561
530,807513645661
635,728344842195
802,797542700573
888,621678936558
907,536671626845
888,771928154379
883,709765730002
885,841191729768
887,323004829627
831,30127188748
817,799106728588
897,465684141667
927,462314115697
925,068236697302
885,564061801148
790,811049903396
691,340821214432
675,06252466486
581,836705205339
548,72529393634
493,340255715601
486,131394912442
510,75980589395
613,364117307496
535,818676573576
777,188242848464
