"V1"
663,501930224447
607,714058741225
545,604496397899
534,531669506875
545,316685366935
655,07114323921
782,123510386614
796,859809607103
945,54690200029
979,878217545606
979,901469997165
979,930544801897
979,961251203968
979,992646388206
951,506441640578
947,666448638239
917,992450838312
913,376326731491
887,442454040194
768,908523616844
797,712956413957
801,544819331316
771,276730246427
752,633103463566
646,995305910556
566,856149999695
541,490233489897
510,951905934434
552,089185711378
647,49444779876
756,589141927569
821,280503255099
956,360967145432
981,160506023842
978,874493206064
978,250778337332
978,267035210449
978,285642874372
961,239698394768
963,490344451429
944,526987834002
937,536536225597
927,153988468798
824,148141620049
921,665825230294
931,388615837904
785,899084710257
762,011676362036
664,923065698443
633,000564735201
616,377110259634
593,988141565706
621,292450357602
659,87911961251
764,106588675814
850,027805185001
945,855785967341
1006,17816679947
1000,57322185733
1012,24798286711
1009,75612393898
1006,70805980751
998,967563392716
982,863756801024
963,331809066915
951,473534146988
942,117463545222
894,699959304871
938,2664243865
955,504673282399
868,313518748679
789,12514922684
669,421370779182
636,272686643905
621,606449385247
620,294390654262
638,740213679303
709,058227492596
842,834654320776
933,331301287165
985,707995750037
1046,59867732232
1030,61044874041
1004,26756410286
989,756691783961
978,857024109173
949,164905597946
945,148656119848
944,630243990905
953,07923952091
954,987937385423
951,390698973646
937,948971994701
892,82157303732
771,55006019408
775,651131297176
724,35653860901
703,811841160635
652,601531906817
640,499243227579
642,384252166158
654,241756307922
700,124491157241
773,913124480409
906,962158402617
917,656819970477
798,700934453987
794,524727655657
783,95805677198
769,194779238418
744,830827403235
723,470255101577
725,954408156224
718,004321553028
719,087710567364
722,526135356669
758,838785754613
792,244045402221
686,117629197987
644,141095827128
654,908944696323
634,58919780489
612,43960941311
585,642656411863
581,090355099635
574,43364846313
662,144485357788
683,89198365824
768,39744257728
864,190346193815
856,017718619885
835,078849536649
830,681247522853
820,745079383184
807,778623282453
807,545611476399
830,217106187931
847,953639064674
803,10925070994
847,805435373774
886,887408093978
768,004366790167
767,199505092911
700,604274045554
688,365487756803
658,041141710688
624,371588497983
598,379318803542
642,143038219064
669,747228339235
781,355144909381
907,217858390458
1112,60463352926
1116,88968746678
1063,9228728155
1081,8441764196
1032,5484181573
1023,22593292032
953,825533335012
904,897289211639
909,133660040597
941,295378050314
922,650332339899
898,315583348964
902,371159180876
933,186181528524
830,740686741004
699,086870172565
617,250115584389
542,113150077193
517,860530520692
525,538803646925
578,024017310859
648,391278624905
768,866522381204
832,08272655737
994,587744918702
1002,18683274402
1035,12087449138
1024,2129298483
983,479078785878
976,762149628072
890,216316055821
819,45042526081
822,124733470576
826,064358921207
834,095178916204
784,629325306585
826,084538246895
818,112439504657
694,468064274598
670,41171151433
575,278285926774
518,00549285163
522,979236526596
513,600929282449
542,826508175732
571,738782351345
672,172566433282
834,199367364471
